mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_line	crescendo_hairpin	decrescendo_hairpin
129	129	1031/4	1031/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1050													
130	130	258	258	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1051													
130	130	258	258	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	1052													
130	130	258	258	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1053									284				
130	130	1033/4	1033/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1054									284				
130	130	517/2	517/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1055									284				
130	130	1035/4	1035/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1056									284				
130	130	259	259	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1057													
130	130	259	259	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1058									285				
130	130	1037/4	1037/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1059									285				
130	130	519/2	519/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1060									285				
130	130	1039/4	1039/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1061													
131	131	260	260	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1062													
131	131	260	260	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	1063													
131	131	260	260	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1064									286				
131	131	1041/4	1041/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1065									286				
131	131	521/2	521/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1066									286				
131	131	1043/4	1043/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1067									286				
131	131	261	261	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1068													
131	131	261	261	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1069									287				
131	131	1045/4	1045/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1070									287				
131	131	523/2	523/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1071									287				
131	131	1047/4	1047/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1072													
132	132	527/2	527/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0						p												
132	132	527/2	527/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1073													
132	132	262	262	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1074									288				
132	132	1049/4	1049/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1075									288				
132	132	525/2	525/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1076									288				
132	132	1051/4	1051/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1077									288				
132	132	263	263	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1078													
132	132	263	263	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1079									289				
132	132	1053/4	1053/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1080									289				
132	132	527/2	527/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1081									289				
132	132	1055/4	1055/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1082													
133	133	264	264	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1083									290				
133	133	529/2	529/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	1084													
133	133	531/2	531/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1085													
133	133	531/2	531/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0						p												
133	133	531/2	531/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1086													
133	133	264	264	0.0	0	0	Dynamic	2/4	4	1	0						p												
133	133	264	264	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	1087													
134	134	266	266	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1088									291				
134	134	533/2	533/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	1089													
134	134	535/2	535/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1090													
134	134	266	266	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1091									292				
134	134	533/2	533/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	1092													
134	134	535/2	535/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1093													
134	134	535/2	535/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0						p												
134	134	535/2	535/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	1094													
134	134	266	266	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	1095													
135	135	268	268	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1096									293				
135	135	537/2	537/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	1097													
135	135	539/2	539/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1098													
135	135	268	268	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	1099													
135	135	539/2	539/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1100													
135	135	268	268	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	1101									294				
135	135	268	268	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	1102													
136	136	270	270	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1103									295				
136	136	271	271	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	1104													
136	136	270	270	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1105									296				
136	136	541/2	541/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	1106													
136	136	543/2	543/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1107													
136	136	270	270	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	1108													
136	136	270	270	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	1109													
137	137	272	272	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1110									297				
137	137	545/2	545/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	1111													
137	137	547/2	547/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1112													
137	137	272	272	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1113									298				
137	137	273	273	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1114													
137	137	272	272	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	1115									299				
137	137	272	272	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	1116													
138	138	274	274	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1117									300				
138	138	275	275	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	1118													
138	138	274	274	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1119									301				
138	138	549/2	549/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	1120													
138	138	551/2	551/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1121													
138	138	274	274	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	1122													
138	138	274	274	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	1123													
139	139	276	276	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1124									302				
139	139	553/2	553/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	1125													
139	139	555/2	555/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1126													
140	140	278	278	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1127									303				
140	140	557/2	557/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	1128													
140	140	559/2	559/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1129													
141	141	280	280	0.0	0	0	Dynamic	2/4	1	1	0						ff												
141	141	280	280	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	1130													
141	141	280	280	0.0	0	0	Dynamic	2/4	2	1	0						ff												
141	141	280	280	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	1131													
141	141	280	280	0.0	0	0	Dynamic	2/4	3	1	0						ff												
141	141	280	280	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1132									304				
141	141	1121/4	1121/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1133									304				
141	141	561/2	561/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1134									304				
141	141	1123/4	1123/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1135									304				
141	141	281	281	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1136									304				
141	141	1125/4	1125/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1137									304				
141	141	563/2	563/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1138									304				
141	141	1127/4	1127/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1139									304				
141	141	280	280	0.0	0	0	Dynamic	2/4	4	1	0						ff												
141	141	280	280	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	1140													
141	141	563/2	563/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1141													
142	142	282	282	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1142													
142	142	282	282	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1143													
142	142	282	282	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1144													
142	142	282	282	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1145									305				
142	142	565/2	565/2	1.0	1/8	1/8	Chord	2/4	4	1	1/4			1/4	1	1146													
142	142	567/2	567/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1147													
143	143	284	284	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	1148													
143	143	284	284	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	1149													
143	143	284	284	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1150									306				
143	143	1137/4	1137/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1151									306				
143	143	569/2	569/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1152									306				
143	143	1139/4	1139/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1153									306				
143	143	285	285	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1154									306				
143	143	1141/4	1141/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1155									306				
143	143	571/2	571/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1156									306				
143	143	1143/4	1143/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1157									306				
143	143	284	284	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	1158													
143	143	571/2	571/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1159													
144	144	286	286	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1160													
144	144	286	286	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1161													
144	144	286	286	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1162													
144	144	286	286	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1163									307				
144	144	573/2	573/2	1.0	1/8	1/8	Chord	2/4	4	1	1/4			1/4	1	1164													
144	144	575/2	575/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1165													
145	145	288	288	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1166													
145	145	288	288	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	1167													
145	145	288	288	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1168									308				
145	145	1153/4	1153/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1169									308				
145	145	577/2	577/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1170									308				
145	145	1155/4	1155/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1171									308				
145	145	289	289	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1172													
145	145	288	288	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	1173													
145	145	289	289	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1174									309				
145	145	1157/4	1157/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1175									309				
145	145	579/2	579/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1176									309				
145	145	1159/4	1159/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1177													
146	146	290	290	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1178													
146	146	290	290	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	1179													
146	146	290	290	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1180									310				
146	146	1161/4	1161/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1181									310				
146	146	581/2	581/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1182									310				
146	146	1163/4	1163/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1183									310				
146	146	291	291	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1184													
146	146	291	291	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1185									311				
146	146	1165/4	1165/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1186									311				
146	146	583/2	583/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1187									311				
146	146	1167/4	1167/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1188													
147	147	292	292	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1189													
147	147	292	292	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	1190													
147	147	292	292	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1191									312				
147	147	1169/4	1169/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1192									312				
147	147	585/2	585/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1193									312				
147	147	1171/4	1171/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1194									312				
147	147	293	293	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1195													
147	147	293	293	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1196									313				
147	147	1173/4	1173/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1197									313				
147	147	587/2	587/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1198									313				
147	147	1175/4	1175/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1199													
148	148	294	294	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1200									314				
148	148	1177/4	1177/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1201									314				
148	148	589/2	589/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1202									314				
148	148	1179/4	1179/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1203									314				
148	148	295	295	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1204													
148	148	295	295	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1205									315				
148	148	1181/4	1181/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1206									315				
148	148	591/2	591/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1207									315				
148	148	1183/4	1183/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1208													
149	149	296	296	0.0	0	0	Dynamic	2/4	1	1	0						p												
149	149	296	296	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1209									316				
149	149	1185/4	1185/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1210									316				
149	149	593/2	593/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1211									316				
149	149	1187/4	1187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1212									316				
149	149	297	297	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1213													
149	149	297	297	0.0	1/4	1/4	Dynamic	2/4	2	1	0						p												
149	149	297	297	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1214									317				
149	149	1189/4	1189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1215									317				
149	149	595/2	595/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1216									317				
149	149	1191/4	1191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1217													
149	149	296	296	0.0	0	0	Dynamic	2/4	3	1	0						p												
149	149	296	296	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	1218													
149	149	296	296	0.0	0	0	Dynamic	2/4	4	1	0						p												
149	149	296	296	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	1219													
150	150	298	298	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1220									318				
150	150	1193/4	1193/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1221									318				
150	150	597/2	597/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1222									318				
150	150	1195/4	1195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1223									318				
150	150	299	299	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1224													
150	150	299	299	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1225									319				
150	150	1197/4	1197/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1226									319				
150	150	599/2	599/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1227									319				
150	150	1199/4	1199/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1228													
150	150	298	298	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	1229													
150	150	298	298	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	1230													
151	151	300	300	0.0	0	0	Spanner	2/4	1	1	0																	4	
151	151	300	300	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1231									320			4	
151	151	1201/4	1201/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1232									320			4	
151	151	601/2	601/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1233									320			4	
151	151	1203/4	1203/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1234									320			4	
151	151	301	301	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1235												4	
151	151	603/2	603/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																		
151	151	301	301	0.0	1/4	1/4	Spanner	2/4	2	1	0																	5	
151	151	301	301	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1236									321			5	
151	151	1205/4	1205/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1237									321			5	
151	151	603/2	603/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1238									321			5	
151	151	1207/4	1207/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1239												5	
151	151	300	300	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	1240													
151	151	300	300	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	1241													
152	152	302	302	0.0	0	0	Spanner	2/4	1	1	0																		1
152	152	302	302	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1242									322				1
152	152	1209/4	1209/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1243									322				1
152	152	605/2	605/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1244									322				1
152	152	1211/4	1211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1245									322				1
152	152	303	303	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1246													1
152	152	607/2	607/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0						p												
152	152	607/2	607/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																		
152	152	302	302	0.0	0	0	Spanner	2/4	2	1	0																		
152	152	303	303	0.0	1/4	1/4	Spanner	2/4	2	1	0																		2
152	152	303	303	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1247									323				2
152	152	1213/4	1213/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1248									323				2
152	152	607/2	607/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1249									323				2
152	152	1215/4	1215/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1250													2
153	153	304	304	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1251													
153	153	304	304	0.0	0	0	Dynamic	2/4	2	1	0						p												
153	153	304	304	0.0	0	0	Spanner	2/4	2	1	0																		
153	153	304	304	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	1252													
153	153	304	304	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1253									324				
153	153	1217/4	1217/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1254									324				
153	153	609/2	609/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1255									324				
153	153	1219/4	1219/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1256									324				
153	153	305	305	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1257													
153	153	305	305	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1258									325				
153	153	1221/4	1221/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1259									325				
153	153	611/2	611/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1260									325				
153	153	1223/4	1223/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1261													
154	154	306	306	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1262													
154	154	306	306	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	1263													
154	154	306	306	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1264									326				
154	154	1225/4	1225/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1265									326				
154	154	613/2	613/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1266									326				
154	154	1227/4	1227/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1267									326				
154	154	307	307	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1268													
154	154	307	307	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1269									327				
154	154	1229/4	1229/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1270									327				
154	154	615/2	615/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1271									327				
154	154	1231/4	1231/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1272													
155	155	308	308	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1273													
155	155	308	308	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	1274													
155	155	308	308	0.0	0	0	Spanner	2/4	3	1	0																	6	
155	155	308	308	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1275									328			6	
155	155	1233/4	1233/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1276									328			6	
155	155	617/2	617/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1277									328			6	
155	155	1235/4	1235/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1278									328			6	
155	155	309	309	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1279												6	
155	155	619/2	619/2	0.0	3/8	3/8	Spanner	2/4	3	1	0																		
155	155	309	309	0.0	1/4	1/4	Spanner	2/4	4	1	0																	7	
155	155	309	309	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1280									329			7	
155	155	1237/4	1237/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1281									329			7	
155	155	619/2	619/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1282									329			7	
155	155	1239/4	1239/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1283												7	
156	156	310	310	0.0	0	0	Spanner	2/4	3	1	0																		3
156	156	310	310	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1284									330				3
156	156	1241/4	1241/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1285									330				3
156	156	621/2	621/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1286									330				3
156	156	1243/4	1243/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1287									330				3
156	156	311	311	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1288													3
156	156	623/2	623/2	0.0	3/8	3/8	Spanner	2/4	3	1	0																		
156	156	310	310	0.0	0	0	Spanner	2/4	4	1	0																		
156	156	311	311	0.0	1/4	1/4	Spanner	2/4	4	1	0																		4
156	156	311	311	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1289									331				4
156	156	1245/4	1245/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1290									331				4
156	156	623/2	623/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1291									331				4
156	156	1247/4	1247/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1292													4
157	157	313	313	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1293									332				
157	157	1253/4	1253/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1294									332				
157	157	627/2	627/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1295									332				
157	157	1255/4	1255/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1296													
157	157	312	312	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1297									333				
157	157	1249/4	1249/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1298									333				
157	157	625/2	625/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1299									333				
157	157	1251/4	1251/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1300									333				
157	157	313	313	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1301													
157	157	312	312	0.0	0	0	Dynamic	2/4	3	1	0						p												
157	157	312	312	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	1302													
157	157	312	312	0.0	0	0	Dynamic	2/4	4	1	0						p												
157	157	312	312	0.0	0	0	Spanner	2/4	4	1	0																		
157	157	312	312	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	1303													
158	158	315	315	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1304									334				
158	158	1261/4	1261/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1305									334				
158	158	631/2	631/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1306									334				
