mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin	TextLine	TextLine_accelerando poco a poco
16	16	60	60	0.5	0	0	Chord	2/2	2	1	1/8	r8	1/8	1	216										9					
16	16	121/2	121/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	r8	1/8	1	217										9					
16	16	61	61	0.5	1/4	1/4	Chord	2/2	2	1	1/8	r8	1/8	1	218										9					
16	16	123/2	123/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	r8	1/8	1	219										9					
16	16	62	62	0.0	1/2	1/2	Spanner	2/2	2	1	0																			
16	16	62	62	0.0	1/2	1/2	Spanner	2/2	2	1	0																	9		
16	16	62	62	0.5	1/2	1/2	Chord	2/2	2	1	1/8	r8	1/8	1	220													9		
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	r8	1/8	1	221													9		
16	16	63	63	0.5	3/4	3/4	Chord	2/2	2	1	1/8	r8	1/8	1	222													9		
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	r8	1/8	1	223													9		
16	16	60	60	0.0	0	0	Spanner	2/2	3	1	0														10					
16	16	60	60	2.0	0	0	Chord	2/2	3	1	1/2	r16	1/2	1	224										10					
16	16	62	62	0.0	1/2	1/2	Spanner	2/2	3	1	0																			
16	16	62	62	0.0	1/2	1/2	Spanner	2/2	3	1	0																	10		
16	16	62	62	0.5	1/2	1/2	Chord	2/2	3	1	1/8	r8	1/8	1	225													10		
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	r8	1/8	1	226													10		
16	16	63	63	0.5	3/4	3/4	Chord	2/2	3	1	1/8	r8	1/8	1	227													10		
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	r8	1/8	1	228													10		
16	16	60	60	0.0	0	0	Spanner	2/2	4	1	0														11					
16	16	60	60	2.0	0	0	Chord	2/2	4	1	1/2	r16	1/2	1	229										11					
16	16	62	62	0.0	1/2	1/2	Spanner	2/2	4	1	0																			
16	16	62	62	0.0	1/2	1/2	Spanner	2/2	4	1	0																	11		
16	16	62	62	2.0	1/2	1/2	Chord	2/2	4	1	1/2	r16	1/2	1	230													11		
17	17	64	64	0.0	0	0	Spanner	2/2	1	1	0																			
17	17	64	64	0.5	0	0	Chord	2/2	1	1	1/8	r8	1/8	1	231															
17	17	129/2	129/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	r8	1/8	1	232															
17	17	65	65	0.5	1/4	1/4	Chord	2/2	1	1	1/8	r8	1/8	1	233															
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	r8	1/8	1	234															
17	17	66	66	0.5	1/2	1/2	Chord	2/2	1	1	1/8	r8	1/8	1	235															
17	17	133/2	133/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	r8	1/8	1	236															
17	17	67	67	0.5	3/4	3/4	Chord	2/2	1	1	1/8	r8	1/8	1	237															
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	r8	1/8	1	238															
17	17	64	64	0.0	0	0	Spanner	2/2	2	1	0																			
17	17	64	64	0.5	0	0	Chord	2/2	2	1	1/8	r8	1/8	1	239															
17	17	129/2	129/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	r8	1/8	1	240															
17	17	65	65	0.5	1/4	1/4	Chord	2/2	2	1	1/8	r8	1/8	1	241															
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	r8	1/8	1	242															
17	17	66	66	0.5	1/2	1/2	Chord	2/2	2	1	1/8	r8	1/8	1	243															
17	17	133/2	133/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	r8	1/8	1	244															
17	17	67	67	0.5	3/4	3/4	Chord	2/2	2	1	1/8	r8	1/8	1	245															
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	r8	1/8	1	246															
17	17	64	64	0.0	0	0	Spanner	2/2	3	1	0																			
17	17	64	64	2.0	0	0	Chord	2/2	3	1	1/2	r16	1/2	1	247															
17	17	66	66	2.0	1/2	1/2	Chord	2/2	3	1	1/2	r16	1/2	1	248															
17	17	64	64	0.0	0	0	Spanner	2/2	4	1	0																			
17	17	64	64	2.0	0	0	Chord	2/2	4	1	1/2	r16	1/2	1	249															
17	17	66	66	2.0	1/2	1/2	Chord	2/2	4	1	1/2	r16	1/2	1	250															
18	18	68	68	0.0	0	0	Spanner	2/2	1	1	0														12					
18	18	68	68	0.5	0	0	Chord	2/2	1	1	1/8	r8	1/8	1	251										12					
18	18	137/2	137/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	r8	1/8	1	252										12					
18	18	69	69	0.0	1/4	1/4	Spanner	2/2	1	1	0																			
18	18	69	69	0.0	1/4	1/4	Spanner	2/2	1	1	0																	12		
18	18	69	69	0.5	1/4	1/4	Chord	2/2	1	1	1/8	r8	1/8	1	253													12		
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	r8	1/8	1	254													12		
18	18	70	70	0.0	1/2	1/2	Spanner	2/2	1	1	0																			
18	18	70	70	0.5	1/2	1/2	Chord	2/2	1	1	1/8	r8	1/8	1	255															
18	18	141/2	141/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	r8	1/8	1	256															
18	18	71	71	0.5	3/4	3/4	Chord	2/2	1	1	1/8	r8	1/8	1	257															
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	r8	1/8	1	258															
18	18	68	68	0.0	0	0	Spanner	2/2	2	1	0														13					
18	18	68	68	2.0	0	0	Chord	2/2	2	1	1/2	r16	1/2	1	259										13					
18	18	69	69	0.0	1/4	1/4	Spanner	2/2	2	1	0																			
18	18	69	69	0.0	1/4	1/4	Spanner	2/2	2	1	0																	13		
18	18	70	70	0.0	1/2	1/2	Spanner	2/2	2	1	0																			
18	18	70	70	0.5	1/2	1/2	Chord	2/2	2	1	1/8	r8	1/8	1	260															
18	18	141/2	141/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	r8	1/8	1	261															
18	18	71	71	0.5	3/4	3/4	Chord	2/2	2	1	1/8	r8	1/8	1	262															
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	r8	1/8	1	263															
18	18	68	68	0.0	0	0	Spanner	2/2	3	1	0														14					
18	18	68	68	0.5	0	0	Chord	2/2	3	1	1/8	r8	1/8	1	264										14					
18	18	137/2	137/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	r8	1/8	1	265										14					
18	18	69	69	0.0	1/4	1/4	Spanner	2/2	3	1	0																			
18	18	69	69	0.0	1/4	1/4	Spanner	2/2	3	1	0																	14		
18	18	69	69	0.5	1/4	1/4	Chord	2/2	3	1	1/8	r8	1/8	1	266													14		
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	r8	1/8	1	267													14		
18	18	70	70	0.0	1/2	1/2	Spanner	2/2	3	1	0																			
18	18	70	70	2.0	1/2	1/2	Chord	2/2	3	1	1/2	r16	1/2	1	268															
18	18	68	68	0.0	0	0	Dynamic	2/2	4	1	0					sf														
18	18	68	68	2.0	0	0	Chord	2/2	4	1	1/2	r16	1/2	1	269															
18	18	70	70	2.0	1/2	1/2	Chord	2/2	4	1	1/2	r16	1/2	1	270															
19	19	72	72	0.0	0	0	Spanner	2/2	1	1	0														15					
19	19	72	72	0.5	0	0	Chord	2/2	1	1	1/8	r8	1/8	1	271										15					
19	19	145/2	145/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	r8	1/8	1	272										15					
19	19	73	73	0.0	1/4	1/4	Spanner	2/2	1	1	0																			
19	19	73	73	0.0	1/4	1/4	Spanner	2/2	1	1	0																	15		
19	19	73	73	0.5	1/4	1/4	Chord	2/2	1	1	1/8	r8	1/8	1	273													15		
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	r8	1/8	1	274													15		
19	19	74	74	0.0	1/2	1/2	Spanner	2/2	1	1	0																			
19	19	74	74	0.5	1/2	1/2	Chord	2/2	1	1	1/8	r8	1/8	1	275															
19	19	149/2	149/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	r8	1/8	1	276															
19	19	75	75	0.5	3/4	3/4	Chord	2/2	1	1	1/8	r8	1/8	1	277															
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	r8	1/8	1	278															
19	19	72	72	0.0	0	0	Spanner	2/2	2	1	0														16					
19	19	72	72	2.0	0	0	Chord	2/2	2	1	1/2	r16	1/2	1	279										16					
19	19	73	73	0.0	1/4	1/4	Spanner	2/2	2	1	0																			
19	19	73	73	0.0	1/4	1/4	Spanner	2/2	2	1	0																	16		
19	19	74	74	0.0	1/2	1/2	Spanner	2/2	2	1	0																			
19	19	74	74	0.5	1/2	1/2	Chord	2/2	2	1	1/8	r8	1/8	1	280															
19	19	149/2	149/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	r8	1/8	1	281															
19	19	75	75	0.5	3/4	3/4	Chord	2/2	2	1	1/8	r8	1/8	1	282															
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	r8	1/8	1	283															
19	19	72	72	0.0	0	0	Spanner	2/2	3	1	0														17					
19	19	72	72	0.5	0	0	Chord	2/2	3	1	1/8	r8	1/8	1	284										17					
19	19	145/2	145/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	r8	1/8	1	285										17					
19	19	73	73	0.0	1/4	1/4	Spanner	2/2	3	1	0																			
19	19	73	73	0.0	1/4	1/4	Spanner	2/2	3	1	0																	17		
19	19	73	73	0.5	1/4	1/4	Chord	2/2	3	1	1/8	r8	1/8	1	286													17		
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	r8	1/8	1	287													17		
19	19	74	74	0.0	1/2	1/2	Spanner	2/2	3	1	0																			
19	19	74	74	2.0	1/2	1/2	Chord	2/2	3	1	1/2	r16	1/2	1	288															
19	19	72	72	0.0	0	0	Dynamic	2/2	4	1	0					sf														
19	19	72	72	2.0	0	0	Chord	2/2	4	1	1/2	r16	1/2	1	289															
19	19	74	74	2.0	1/2	1/2	Chord	2/2	4	1	1/2	r16	1/2	1	290															
20	20	76	76	0.0	0	0	Dynamic	2/2	1	1	0					p														
20	20	76	76	0.5	0	0	Chord	2/2	1	1	1/8	r8	1/8	1	291															
20	20	153/2	153/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	r8	1/8	1	292															
20	20	77	77	0.0	1/4	1/4	Spanner	2/2	1	1	0																8			
20	20	77	77	0.5	1/4	1/4	Chord	2/2	1	1	1/8	r8	1/8	1	293												8			
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	r8	1/8	1	294												8			
20	20	78	78	0.5	1/2	1/2	Chord	2/2	1	1	1/8	r8	1/8	1	295												8			
20	20	157/2	157/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	r8	1/8	1	296												8			
20	20	79	79	0.5	3/4	3/4	Chord	2/2	1	1	1/8	r8	1/8	1	297												8			
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	r8	1/8	1	298												8			
20	20	76	76	0.0	0	0	Dynamic	2/2	2	1	0					p														
20	20	76	76	1.0	0	0	Chord	2/2	2	1	1/4	r16	1/4	1	299															
20	20	77	77	0.0	1/4	1/4	Spanner	2/2	2	1	0																9			
20	20	77	77	1.0	1/4	1/4	Chord	2/2	2	1	1/4	r16	1/4	1	300												9			
20	20	78	78	1.0	1/2	1/2	Chord	2/2	2	1	1/4	r16	1/4	1	301												9			
20	20	79	79	1.0	3/4	3/4	Chord	2/2	2	1	1/4	r16	1/4	1	302												9			
20	20	76	76	0.0	0	0	Dynamic	2/2	3	1	0					p														
20	20	76	76	1.0	0	0	Chord	2/2	3	1	1/4	r16	1/4	1	303															
20	20	77	77	0.0	1/4	1/4	Spanner	2/2	3	1	0																10			
20	20	77	77	3.0	1/4	1/4	Chord	2/2	3	1	3/4	r16	1/2	3/2	304												10			
20	20	76	76	0.0	0	0	Dynamic	2/2	4	1	0					p														
20	20	76	76	1.0	0	0	Chord	2/2	4	1	1/4	r16	1/4	1	305															
20	20	77	77	0.0	1/4	1/4	Spanner	2/2	4	1	0																11			
20	20	77	77	1.0	1/4	1/4	Chord	2/2	4	1	1/4	r16	1/4	1	306												11			
20	20	78	78	1.0	1/2	1/2	Chord	2/2	4	1	1/4	r16	1/4	1	307												11			
20	20	79	79	1.0	3/4	3/4	Chord	2/2	4	1	1/4	r16	1/4	1	308												11			
21	21	80	80	0.5	0	0	Chord	2/2	1	1	1/8	r8	1/8	1	309												8			
21	21	161/2	161/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	r8	1/8	1	310												8			
21	21	81	81	0.5	1/4	1/4	Chord	2/2	1	1	1/8	r8	1/8	1	311												8			
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	r8	1/8	1	312												8			
21	21	82	82	0.5	1/2	1/2	Chord	2/2	1	1	1/8	r8	1/8	1	313												8			
21	21	165/2	165/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	r8	1/8	1	314												8			
21	21	83	83	0.5	3/4	3/4	Chord	2/2	1	1	1/8	r8	1/8	1	315												8			
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	r8	1/8	1	316												8			
21	21	80	80	2.0	0	0	Chord	2/2	2	1	1/2	r16	1/2	1	317												9			
21	21	82	82	1.0	1/2	1/2	Chord	2/2	2	1	1/4	r16	1/4	1	318												9			
21	21	83	83	0.5	3/4	3/4	Chord	2/2	2	1	1/8	r8	1/8	1	319												9			
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	r8	1/8	1	320												9			
21	21	80	80	1.0	0	0	Chord	2/2	3	1	1/4	r16	1/4	1	321												10			
21	21	81	81	0.5	1/4	1/4	Chord	2/2	3	1	1/8	r8	1/8	1	322												10			
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	r8	1/8	1	323												10			
21	21	82	82	0.5	1/2	1/2	Chord	2/2	3	1	1/8	r8	1/8	1	324												10			
21	21	165/2	165/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	r8	1/8	1	325												10			
21	21	83	83	0.5	3/4	3/4	Chord	2/2	3	1	1/8	r8	1/8	1	326												10			
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	r8	1/8	1	327												10			
21	21	80	80	1.0	0	0	Chord	2/2	4	1	1/4	r16	1/4	1	328												11			
21	21	81	81	1.0	1/4	1/4	Chord	2/2	4	1	1/4	r16	1/4	1	329												11			
21	21	82	82	1.0	1/2	1/2	Chord	2/2	4	1	1/4	r16	1/4	1	330												11			
21	21	83	83	1.0	3/4	3/4	Chord	2/2	4	1	1/4	r16	1/4	1	331												11			
22	22	84	84	0.0	0	0	Dynamic	2/2	1	1	0					ff														
22	22	84	84	0.0	0	0	Spanner	2/2	1	1	0																			
22	22	84	84	0.5	0	0	Chord	2/2	1	1	1/8	r8	1/8	1	332															
22	22	169/2	169/2	0.0	1/8	1/8	Spanner	2/2	1	1	0														18					
22	22	169/2	169/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	r8	1/8	1	333										18					
22	22	85	85	0.5	1/4	1/4	Chord	2/2	1	1	1/8	r8	1/8	1	334										18					
22	22	171/2	171/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	r8	1/8	1	335										18					
22	22	86	86	0.5	1/2	1/2	Chord	2/2	1	1	1/8	r8	1/8	1	336										18					
22	22	173/2	173/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	r8	1/8	1	337										18					
22	22	87	87	0.5	3/4	3/4	Chord	2/2	1	1	1/8	r8	1/8	1	338										18					
22	22	175/2	175/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	r8	1/8	1	339										18					
22	22	84	84	0.0	0	0	Dynamic	2/2	2	1	0					ff														
22	22	84	84	0.0	0	0	Spanner	2/2	2	1	0																			
22	22	84	84	0.5	0	0	Chord	2/2	2	1	1/8	r8	1/8	1	340															
22	22	169/2	169/2	0.0	1/8	1/8	Spanner	2/2	2	1	0														19					
22	22	169/2	169/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	r8	1/8	1	341										19					
22	22	85	85	0.5	1/4	1/4	Chord	2/2	2	1	1/8	r8	1/8	1	342										19					
22	22	171/2	171/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	r8	1/8	1	343										19					
22	22	86	86	0.5	1/2	1/2	Chord	2/2	2	1	1/8	r8	1/8	1	344										19					
22	22	173/2	173/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	r8	1/8	1	345										19					
22	22	87	87	0.5	3/4	3/4	Chord	2/2	2	1	1/8	r8	1/8	1	346										19					
22	22	175/2	175/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	r8	1/8	1	347										19					
22	22	84	84	0.0	0	0	Dynamic	2/2	3	1	0					ff														
22	22	84	84	0.0	0	0	Spanner	2/2	3	1	0																			
22	22	84	84	0.5	0	0	Chord	2/2	3	1	1/8	r8	1/8	1	348															
22	22	169/2	169/2	0.0	1/8	1/8	Spanner	2/2	3	1	0														20					
22	22	169/2	169/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	r8	1/8	1	349										20					
22	22	85	85	0.5	1/4	1/4	Chord	2/2	3	1	1/8	r8	1/8	1	350										20					
22	22	171/2	171/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	r8	1/8	1	351										20					
22	22	86	86	0.5	1/2	1/2	Chord	2/2	3	1	1/8	r8	1/8	1	352										20					
22	22	173/2	173/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	r8	1/8	1	353										20					
22	22	87	87	0.5	3/4	3/4	Chord	2/2	3	1	1/8	r8	1/8	1	354										20					
22	22	175/2	175/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	r8	1/8	1	355										20					
22	22	84	84	0.0	0	0	Dynamic	2/2	4	1	0					ff														
22	22	84	84	0.0	0	0	Spanner	2/2	4	1	0																			
22	22	84	84	0.0	0	0	Spanner	2/2	4	1	0														21					
22	22	84	84	1.0	0	0	Chord	2/2	4	1	1/4	r16	1/4	1	356										21					
22	22	85	85	1.0	1/4	1/4	Chord	2/2	4	1	1/4	r16	1/4	1	357										21					
22	22	86	86	1.0	1/2	1/2	Chord	2/2	4	1	1/4	r16	1/4	1	358										21					
22	22	87	87	1.0	3/4	3/4	Chord	2/2	4	1	1/4	r16	1/4	1	359										21					
23	23	88	88	0.0	0	0	Dynamic	2/2	1	1	0					sf														
23	23	88	88	0.0	0	0	Spanner	2/2	1	1	0																			
23	23	88	88	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	360															
23	23	90	90	0.0	1/2	1/2	Dynamic	2/2	1	1	0					p														
23	23	90	90	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	361															
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	362															
23	23	88	88	0.0	0	0	Dynamic	2/2	2	1	0					sf														
23	23	88	88	0.0	0	0	Spanner	2/2	2	1	0																			
23	23	88	88	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	363															
23	23	90	90	0.0	1/2	1/2	Dynamic	2/2	2	1	0					p														
23	23	90	90	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	364															
23	23	88	88	0.0	0	0	Dynamic	2/2	3	1	0					sf														
23	23	88	88	0.0	0	0	Spanner	2/2	3	1	0																			
23	23	88	88	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	365															
23	23	90	90	0.0	1/2	1/2	Dynamic	2/2	3	1	0					p														
23	23	90	90	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	366															
23	23	88	88	0.0	0	0	Dynamic	2/2	4	1	0					sf														
23	23	88	88	0.0	0	0	Spanner	2/2	4	1	0																			
23	23	88	88	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	367															
23	23	90	90	0.0	1/2	1/2	Dynamic	2/2	4	1	0					p														
23	23	90	90	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	368															
24	24	92	92	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	369															
24	24	94	94	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	370									5						
24	24	189/2	189/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	371															
24	24	95	95	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	372		articStaccatoBelow													
24	24	191/2	191/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	373		articStaccatoBelow													
24	24	92	92	4.0	0	0	Chord	2/2	2	1	1		1	1	374															
24	24	92	92	4.0	0	0	Chord	2/2	3	1	1		1	1	375															
24	24	92	92	4.0	0	0	Chord	2/2	4	1	1		1	1	376															
25	25	96	96	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	377									6						
25	25	97	97	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	378															
25	25	98	98	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	379															
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	380															
25	25	96	96	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	381															
25	25	98	98	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	382															
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	383															
25	25	96	96	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	384															
25	25	98	98	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	385															
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	386															
25	25	96	96	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	387															
26	26	100	100	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	388															
26	26	102	102	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	389									7						
26	26	205/2	205/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	390															
26	26	103	103	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	391		articStaccatoBelow													
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	392		articStaccatoBelow													
26	26	100	100	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	393															
26	26	103	103	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	394															
26	26	100	100	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	395															
26	26	102	102	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	396									8						
26	26	205/2	205/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	397															
26	26	103	103	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	398		articStaccatoBelow													
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	399		articStaccatoBelow													
26	26	100	100	4.0	0	0	Chord	2/2	4	1	1		1	1	400															
27	27	104	104	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	401									9						
27	27	105	105	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	402															
27	27	106	106	0.0	1/2	1/2	Spanner	2/2	1	1	0																12			
27	27	106	106	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	403												12			
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	404												12			
27	27	104	104	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	405									10						
27	27	105	105	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	406															
27	27	106	106	0.0	1/2	1/2	Spanner	2/2	2	1	0																13			
27	27	106	106	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	407												13			
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	408												13			
27	27	104	104	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	409									11						
27	27	105	105	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	410															
27	27	106	106	0.0	1/2	1/2	Spanner	2/2	3	1	0																14			
27	27	106	106	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	411												14			
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	412												14			
27	27	104	104	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	413															
27	27	106	106	0.0	1/2	1/2	Spanner	2/2	4	1	0																15			
27	27	106	106	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	414												15			
28	28	108	108	0.0	0	0	Spanner	2/2	1	1	0																			
28	28	108	108	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	415															
28	28	110	110	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	416									12						
28	28	221/2	221/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	417															
28	28	111	111	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	418		articStaccatoBelow													
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	419		articStaccatoBelow													
28	28	108	108	0.0	0	0	Spanner	2/2	2	1	0																			
28	28	108	108	4.0	0	0	Chord	2/2	2	1	1		1	1	420															
28	28	108	108	0.0	0	0	Spanner	2/2	3	1	0																			
28	28	108	108	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	421															
28	28	110	110	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	422									13						
28	28	221/2	221/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	423															
28	28	111	111	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	424		articStaccatoBelow													
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	425		articStaccatoBelow													
28	28	108	108	0.0	0	0	Spanner	2/2	4	1	0																			
28	28	108	108	4.0	0	0	Chord	2/2	4	1	1		1	1	426															
29	29	112	112	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	427									14						
29	29	113	113	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	428															
29	29	114	114	0.0	1/2	1/2	Dynamic	2/2	1	1	0					p														
29	29	114	114	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	429															
29	29	231/2	231/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	430															
29	29	112	112	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	431															
29	29	114	114	0.0	1/2	1/2	Dynamic	2/2	2	1	0					p														
29	29	114	114	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	432															
29	29	231/2	231/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	433															
29	29	112	112	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	434									15						
29	29	113	113	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	435															
29	29	112	112	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	436															
30	30	116	116	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	437															
30	30	118	118	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	438									16						
30	30	237/2	237/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	439															
