mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin
16	15	57	57	0.75	0	0	Chord	4/4	3	1	3/16			1/8	3/2	252		articStaccatoBelow										
16	15	231/4	231/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	253												
16	15	58	58	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	254		articStaccatoBelow										
16	15	57	57	0.75	0	0	Chord	4/4	4	1	3/16			1/8	3/2	255		articStaccatoBelow										
16	15	231/4	231/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16			1/16	1	256												
16	15	58	58	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	257		articStaccatoBelow										
17	16	61	61	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	258		articAccentStaccatoAbove										
17	16	247/4	247/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	259												
17	16	62	62	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	260		articStaccatoAbove										
17	16	64	64	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	261									38			
17	16	257/4	257/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	262									38			
17	16	129/2	129/2	0.0	7/8	7/8	StaffText	4/4	1	1	0								cresc.						38			
17	16	129/2	129/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	263									38			
17	16	259/4	259/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	264									38			
17	16	62	62	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	265									39			
17	16	249/4	249/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	266									39			
17	16	125/2	125/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	267									39			
17	16	251/4	251/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	268									39			
17	16	63	63	0.75	1/2	1/2	Chord	4/4	2	1	3/16			1/8	3/2	269		articAccentStaccatoBelow							39			
17	16	255/4	255/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	270												
17	16	64	64	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	271		articStaccatoBelow										
17	16	61	61	0.75	0	0	Chord	4/4	3	1	3/16			1/8	3/2	272		articStaccatoBelow										
17	16	247/4	247/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	273												
17	16	62	62	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	274		articStaccatoBelow										
17	16	61	61	0.75	0	0	Chord	4/4	4	1	3/16			1/8	3/2	275		articStaccatoBelow										
17	16	247/4	247/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16			1/16	1	276												
17	16	62	62	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	277		articStaccatoBelow										
18	17	65	65	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	278		articStaccatoAbove										
18	17	263/4	263/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	279												
18	17	66	66	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	280		articStaccatoAbove										
18	17	267/4	267/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	281												
18	17	67	67	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	282		articStaccatoAbove										
18	17	271/4	271/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	283												
18	17	68	68	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	284		articStaccatoAbove										
18	17	275/4	275/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	285												
18	17	65	65	0.75	0	0	Chord	4/4	2	1	3/16			1/8	3/2	286		articStaccatoAbove										
18	17	263/4	263/4	0.0	3/16	3/16	StaffText	4/4	2	1	0								cresc.									
18	17	263/4	263/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	287												
18	17	66	66	0.75	1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	288		articStaccatoAbove										
18	17	267/4	267/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	289												
18	17	67	67	0.75	1/2	1/2	Chord	4/4	2	1	3/16			1/8	3/2	290		articStaccatoAbove										
18	17	271/4	271/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	291												
18	17	68	68	0.75	3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	292		articStaccatoAbove										
18	17	275/4	275/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	293												
18	17	65	65	0.75	0	0	Chord	4/4	3	1	3/16			1/8	3/2	294		articStaccatoAbove										
18	17	263/4	263/4	0.0	3/16	3/16	StaffText	4/4	3	1	0								cresc.									
18	17	263/4	263/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	295												
18	17	66	66	0.75	1/4	1/4	Chord	4/4	3	1	3/16			1/8	3/2	296		articStaccatoAbove										
18	17	267/4	267/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	297												
18	17	67	67	0.75	1/2	1/2	Chord	4/4	3	1	3/16			1/8	3/2	298		articStaccatoAbove										
18	17	271/4	271/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16			1/16	1	299												
18	17	68	68	0.75	3/4	3/4	Chord	4/4	3	1	3/16			1/8	3/2	300		articStaccatoAbove										
18	17	275/4	275/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	301												
18	17	65	65	0.75	0	0	Chord	4/4	4	1	3/16			1/8	3/2	302		articStaccatoAbove										
18	17	263/4	263/4	0.0	3/16	3/16	StaffText	4/4	4	1	0								cresc.									
18	17	263/4	263/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16			1/16	1	303												
18	17	66	66	0.75	1/4	1/4	Chord	4/4	4	1	3/16			1/8	3/2	304		articStaccatoAbove										
18	17	267/4	267/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16			1/16	1	305												
18	17	67	67	0.75	1/2	1/2	Chord	4/4	4	1	3/16			1/8	3/2	306		articStaccatoAbove										
18	17	271/4	271/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16			1/16	1	307												
18	17	68	68	0.75	3/4	3/4	Chord	4/4	4	1	3/16			1/8	3/2	308		articStaccatoAbove										
18	17	275/4	275/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	309												
19	18	69	69	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	310		articStaccatoAbove										
19	18	279/4	279/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	311												
19	18	70	70	0.0	1/4	1/4	Dynamic	4/4	1	1	0						sf											
19	18	70	70	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	312												
19	18	72	72	0.0	3/4	3/4	Dynamic	4/4	1	1	0						p											
19	18	72	72	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	313												
19	18	69	69	0.75	0	0	Chord	4/4	2	1	3/16			1/8	3/2	314		articStaccatoAbove										
19	18	279/4	279/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	315												
19	18	70	70	0.0	1/4	1/4	Dynamic	4/4	2	1	0						sf											
19	18	70	70	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	316												
19	18	72	72	0.0	3/4	3/4	Dynamic	4/4	2	1	0						p											
19	18	72	72	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	317												
19	18	69	69	0.75	0	0	Chord	4/4	3	1	3/16			1/8	3/2	318		articStaccatoAbove										
19	18	279/4	279/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	319												
19	18	70	70	0.0	1/4	1/4	Dynamic	4/4	3	1	0						sf											
19	18	70	70	2.0	1/4	1/4	Chord	4/4	3	1	1/2			1/2	1	320												
19	18	72	72	0.0	3/4	3/4	Dynamic	4/4	3	1	0						p											
19	18	72	72	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	321												
19	18	69	69	0.75	0	0	Chord	4/4	4	1	3/16			1/8	3/2	322		articStaccatoAbove										
19	18	279/4	279/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16			1/16	1	323												
19	18	70	70	0.0	1/4	1/4	Dynamic	4/4	4	1	0						sf											
19	18	70	70	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	324												
19	18	72	72	0.0	3/4	3/4	Dynamic	4/4	4	1	0						p											
19	18	72	72	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	325												
20	19	73	73	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	326									40			
20	19	147/2	147/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	327									40			
20	19	74	74	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	328									40			
20	19	149/2	149/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	329												
20	19	75	75	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	330		articStaccatoBelow							41			
20	19	76	76	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	331		articStaccatoBelow										
20	19	73	73	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	332												
20	19	75	75	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	333												
20	19	151/2	151/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	334												
20	19	76	76	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	335									42			
20	19	153/2	153/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	336									42			
20	19	73	73	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	337												
20	19	75	75	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	338												
20	19	73	73	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	339												
20	19	75	75	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	340												
21	20	77	77	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	341												
21	20	79	79	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	342									43			
21	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	343									43			
21	20	80	80	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	344									43			
21	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	345												
21	20	77	77	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	346									42			
21	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	347									42			
21	20	78	78	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	348									42			
21	20	157/2	157/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	349									42			
21	20	79	79	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	350												
21	20	80	80	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	351												
21	20	77	77	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	352									44			
21	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	353									44			
21	20	78	78	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	354									44			
21	20	157/2	157/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	355									44			
21	20	79	79	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	356												
21	20	80	80	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	357												
21	20	77	77	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	358												
21	20	79	79	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	359												
22	21	81	81	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	360									45			
22	21	163/2	163/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	361									45			
22	21	82	82	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	362									45			
22	21	165/2	165/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	363												
22	21	83	83	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	364		articStaccatoBelow							46			
22	21	84	84	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	365		articStaccatoBelow										
22	21	81	81	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	366												
22	21	83	83	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	367												
22	21	167/2	167/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	368									47			
22	21	84	84	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	369									47			
22	21	169/2	169/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	370									47			
22	21	81	81	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	371												
22	21	83	83	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	372												
22	21	81	81	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	373												
22	21	83	83	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	374												
23	22	85	85	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	375												
23	22	87	87	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	376									48			
23	22	175/2	175/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	377									48			
23	22	88	88	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	378									48			
23	22	177/2	177/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	379												
23	22	85	85	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	380									47			
23	22	171/2	171/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	381									47			
23	22	86	86	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	382									47			
23	22	173/2	173/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	383									47			
23	22	87	87	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	384												
23	22	177/2	177/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	385												
23	22	85	85	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	386									49			
23	22	171/2	171/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	387									49			
23	22	86	86	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	388									49			
23	22	173/2	173/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	389									49			
23	22	87	87	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	390									49			
23	22	175/2	175/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	391									49			
23	22	88	88	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	392									49			
23	22	177/2	177/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	393												
23	22	85	85	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	394												
23	22	87	87	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	395												
24	23	89	89	0.0	0	0	Spanner	4/4	1	1	0															0		
24	23	89	89	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	396										0		
24	23	181/2	181/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	397									50	0		
24	23	91	91	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	398									50	0		
24	23	183/2	183/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	399									50	0		
24	23	92	92	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	400									50	0		
24	23	185/2	185/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	401									50	0		
24	23	89	89	0.0	0	0	Spanner	4/4	2	1	0															1		
24	23	89	89	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	402									51	1		
24	23	179/2	179/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	403									51	1		
24	23	90	90	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	404									51	1		
24	23	181/2	181/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	405										1		
24	23	91	91	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	406										1		
24	23	92	92	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	407										1		
24	23	89	89	0.0	0	0	Spanner	4/4	3	1	0															2		
24	23	89	89	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	408										2		
24	23	91	91	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	409										2		
24	23	89	89	0.0	0	0	Spanner	4/4	4	1	0															3		
24	23	89	89	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	410										3		
24	23	91	91	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	411										3		
25	24	93	93	0.0	0	0	Spanner	4/4	1	1	0														50			
25	24	93	93	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	412									50			
25	24	187/2	187/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	413									50			
25	24	94	94	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	414									50			
25	24	189/2	189/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	415												
25	24	95	95	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sfp											
25	24	95	95	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	416									52			
25	24	191/2	191/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	417									52			
25	24	96	96	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	418									52			
25	24	193/2	193/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	419												
25	24	93	93	0.0	0	0	Spanner	4/4	2	1	0																	
25	24	93	93	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	420									53			
25	24	187/2	187/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	421									53			
25	24	94	94	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	422									53			
25	24	189/2	189/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	423												
25	24	95	95	0.0	1/2	1/2	Dynamic	4/4	2	1	0						p											
25	24	95	95	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	424												
25	24	193/2	193/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	425												
25	24	93	93	0.0	0	0	Spanner	4/4	3	1	0																	
25	24	93	93	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	426												
25	24	95	95	0.0	1/2	1/2	Dynamic	4/4	3	1	0						p											
25	24	95	95	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	427									54			
25	24	93	93	0.0	0	0	Spanner	4/4	4	1	0																	
25	24	93	93	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	428												
25	24	95	95	0.0	1/2	1/2	Dynamic	4/4	4	1	0						p											
25	24	95	95	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	429									55			
26	25	97	97	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	430												
26	25	197/2	197/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	431												
26	25	99	99	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sfp											
26	25	99	99	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	432									56			
26	25	199/2	199/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	433									56			
26	25	100	100	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	434									56			
26	25	201/2	201/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	435												
26	25	97	97	0.0	0	0	Dynamic	4/4	2	1	0						sfp											
26	25	97	97	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	436									57			
26	25	195/2	195/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	437									57			
26	25	98	98	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	438									57			
26	25	197/2	197/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	439												
26	25	99	99	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	440												
26	25	201/2	201/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	441												
26	25	97	97	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	442												
26	25	99	99	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	443									58			
26	25	97	97	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	444												
26	25	99	99	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	445									59			
27	26	101	101	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	446												
27	26	205/2	205/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	447												
27	26	103	103	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sfp											
27	26	103	103	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	448									60			
27	26	207/2	207/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	449									60			
27	26	104	104	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	450									60			
27	26	209/2	209/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	451												
27	26	101	101	0.0	0	0	Dynamic	4/4	2	1	0						sfp											
27	26	101	101	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	452									61			
27	26	203/2	203/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	453									61			
27	26	102	102	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	454									61			
27	26	205/2	205/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	455												
27	26	103	103	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	456												
27	26	209/2	209/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	457												
27	26	101	101	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	458												
27	26	103	103	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	459									62			
27	26	101	101	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	460												
27	26	103	103	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	461									63			
28	27	105	105	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	462									64			
28	27	211/2	211/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	463									64			
28	27	106	106	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	464									64			
28	27	213/2	213/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	465												
28	27	107	107	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	466									65			
28	27	215/2	215/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	467									65			
28	27	108	108	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	468									65			
28	27	217/2	217/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	469												
28	27	105	105	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	470												
28	27	106	106	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	471												
28	27	107	107	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	472												
28	27	108	108	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	473												
28	27	105	105	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	474												
28	27	106	106	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	475												
28	27	107	107	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	476												
28	27	108	108	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	477												
28	27	105	105	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	478												
28	27	106	106	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	479												
28	27	107	107	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	480												
28	27	108	108	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	481												
29	28	109	109	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	482		articStaccatoBelow										
29	28	219/2	219/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	483									66			
29	28	110	110	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	484									66			
29	28	221/2	221/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	485												
29	28	111	111	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf											
29	28	111	111	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	486									67			
29	28	223/2	223/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	487									67			
29	28	112	112	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	488									67			
29	28	225/2	225/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	489												
29	28	109	109	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	490												
29	28	111	111	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	491												
29	28	225/2	225/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	492												
29	28	109	109	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	493												
29	28	111	111	1.5	1/2	1/2	Chord	4/4	3	1	3/8			1/4	3/2	494												
29	28	225/2	225/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	495												
29	28	109	109	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	496												
29	28	111	111	0.0	1/2	1/2	Dynamic	4/4	4	1	0						sf											
29	28	111	111	1.5	1/2	1/2	Chord	4/4	4	1	3/8			1/4	3/2	497												
29	28	225/2	225/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	498												
30	29	113	113	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	499												
30	29	229/2	229/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	500												
30	29	115	115	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf											
30	29	115	115	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	501									68			
30	29	231/2	231/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	502									68			
30	29	116	116	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	503									68			
30	29	233/2	233/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	504												
30	29	113	113	0.0	0	0	Dynamic	4/4	2	1	0						sf											
30	29	113	113	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	505									69			
30	29	227/2	227/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	506									69			
30	29	114	114	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	507									69			
30	29	229/2	229/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	508												
30	29	115	115	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	509												
30	29	233/2	233/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	510												
30	29	113	113	0.0	0	0	Dynamic	4/4	3	1	0						sf											
30	29	113	113	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	511									70			
